Unsubtracted Weight, Sample Temperature
7.6000000000000005,0.0005279926762392726,
7.7,0.0005304327194418121,
7.800000000000001,0.0005328803909003057,
7.9,0.000535335692224967,
8,0.0005377986248763717,
8.1,0.0005402691901647322,
8.200000000000001,0.0005427473892491674,
8.3,0.0005452332231369775,
8.4,0.0005477266926829207,
8.5,0.0005502277985884889,
8.6,0.0005527365414011907,
8.700000000000001,0.0005552529215138304,
8.8,0.0005577769391637928,
8.9,0.0005603085944323308,
9,0.0005628478872438499,
9.1,0.0005653948173652017,
9.200000000000001,0.0005679493844049755,
9.3,0.0005705115878127907,
9.4,0.000573081426878597,
9.5,0.0005756589007319705,
9.600000000000001,0.0005782440083414175,
9.700000000000001,0.0005808367485136777,
9.8,0.0005834371198930293,
9.9,0.0005860451209605996,
10,0.000588660750033675,
10.100000000000001,0.0005912840052650154,
10.200000000000001,0.0005939148846421706,
10.3,0.0005965533859867985,
10.4,0.0005991995069539885,
10.5,0.000601853245031583,
10.600000000000001,0.0006045145975395078,
10.700000000000001,0.0006071835616291002,
10.8,0.000609860134282441,
10.9,0.0006125443123116923,
11,0.0006152360923584331,
11.100000000000001,0.0006179354708930032,
11.200000000000001,0.0006206424442138467,
11.3,0.0006233570084468584,
11.4,0.0006260791595447366,
11.5,0.0006288088932863326,
11.600000000000001,0.0006315462052760131,
11.700000000000001,0.0006342910909430141,
11.8,0.0006370435455408078,
11.9,0.0006398035641464688,
12,0.0006425711416600418,
12.100000000000001,0.000645346272803915,
12.200000000000001,0.0006481289521221987,
12.3,0.0006509191739801019,
12.4,0.0006537169325633178,
12.5,0.0006565222218774101,
12.600000000000001,0.0006593350357472021,
12.700000000000001,0.0006621553678161719,
12.8,0.0006649832115458492,
12.9,0.0006678185602152167,
13,0.0006706614069201156,
13.100000000000001,0.000673511744572652,
13.200000000000001,0.0006763695659006112,
13.3,0.0006792348634468747,
13.4,0.0006821076295688374,
13.5,0.0006849878564378337,
13.600000000000001,0.000687875536038565,
13.700000000000001,0.000690770660168531,
13.8,0.0006936732204374663,
13.9,0.0006965832082667805,
14,0.0006995006148890006,
14.100000000000001,0.0007024254313472223,
14.200000000000001,0.0007053576484945584,
14.3,0.0007082972569936,
14.4,0.0007112442473158733,
14.5,0.0007141986097413072,
14.600000000000001,0.0007171603343577025,
14.700000000000001,0.000720129411060205,
14.8,0.0007231058295507838,
14.9,0.0007260895793377163,
15,0.0007290806497350728,
15.100000000000001,0.00073207902986221,
15.200000000000001,0.0007350847086432666,
15.3,0.0007380976748066643,
15.4,0.0007411179168846152,
15.5,0.0007441454232126306,
15.600000000000001,0.0007471801819290358,
15.700000000000001,0.0007502221809744919,
15.8,0.0007532714080915185,
15.9,0.0007563278508240252,
16,0.0007593914965168458,
16.1,0.0007624623323152762,
16.2,0.0007655403451646201,
16.3,0.0007686255218097392,
16.400000000000002,0.000771717848794607,
16.5,0.0007748173124618665,
16.6,0.0007779238989523994,
16.7,0.0007810375942048909,
16.8,0.0007841583839554092,
16.900000000000002,0.0007872862537369838,
17,0.0007904211888791893,
17.1,0.0007935631745077418,
17.2,0.0007967121955440895,
17.3,0.0007998682367050169,
17.400000000000002,0.0008030312825022545,
17.5,0.0008062013172420857,
17.6,0.0008093783250249696,
17.7,0.0008125622897451646,
17.8,0.0008157531950903543,
17.900000000000002,0.0008189510245412863,
18,0.0008221557613714098,
18.1,0.0008253673886465243,
18.2,0.0008285858892244305,
18.3,0.000831811245754587,
18.400000000000002,0.000835043440677777,
18.5,0.0008382824562257739,
18.6,0.0008415282744210201,
18.7,0.0008447808770763066,
18.8,0.0008480402457944594,
18.900000000000002,0.0008513063619680351,
19,0.0008545792067790178,
19.1,0.0008578587611985264,
19.200000000000003,0.0008611450059865239,
19.3,0.0008644379216915366,
19.400000000000002,0.0008677374886503779,
19.5,0.0008710436869878758,
19.6,0.0008743564966166131,
19.700000000000003,0.0008776758972366657,
19.8,0.0008810018683353538,
19.900000000000002,0.0008843343891869972,
20,0.0008876734388526732,
20.1,0.0008910189961799909,
20.200000000000003,0.0008943710398028589,
20.3,0.0008977295481412693,
20.400000000000002,0.0009010944994010865,
20.5,0.0009044658715738366,
20.6,0.0009078436424365111,
20.700000000000003,0.0009112277895513748,
20.8,0.0009146182902657752,
20.900000000000002,0.0009180151217119677,
21,0.0009214182608069382,
21.1,0.0009248276842522412,
21.200000000000003,0.0009282433685338367,
21.3,0.0009316652899219397,
21.400000000000002,0.0009350934244708735,
21.5,0.0009385277480189308,
21.6,0.0009419682361882425,
21.700000000000003,0.0009454148643846515,
21.8,0.0009488676077975946,
21.900000000000002,0.0009523264413999924,
22,0.0009557913399481435,
22.1,0.0009592622779816298,
22.200000000000003,0.000962739229823223,
22.3,0.0009662221695788051,
22.400000000000002,0.0009697110711372909,
22.5,0.0009732059081705584,
22.6,0.000976706654133391,
22.700000000000003,0.0009802132822634183,
22.8,0.0009837257655810733,
22.900000000000002,0.0009872440768895518,
23,0.0009907681887747766,
23.1,0.0009942980736053777,
23.200000000000003,0.000997833703532672,
23.3,0.001001375050490652,
23.400000000000002,0.0010049220861959854,
23.5,0.001008474782148017,
23.6,0.0010120331096287836,
23.700000000000003,0.0010155970397030313,
23.8,0.0010191665432182433,
23.900000000000002,0.001022741590804675,
24,0.0010263221528753947,
24.1,0.0010299081996263352,
24.200000000000003,0.001033499701036351,
24.3,0.0010370966268672805,
24.400000000000002,0.0010406989466640235,
24.5,0.0010443066297546168,
24.6,0.0010479196452503258,
24.700000000000003,0.0010515379620457382,
24.8,0.0010551615488188692,
24.900000000000002,0.0010587903740312719,
25,0.0010624244059281554,
25.1,0.0010660636125385157,
25.200000000000003,0.0010697079616752653,
25.3,0.0010733574209353803,
25.400000000000002,0.00107701195770005,
25.5,0.0010806715391348315,
25.6,0.0010843361321898237,
25.700000000000003,0.0010880057035998355,
25.8,0.0010916802198845691,
25.900000000000002,0.001095359647348815,
26,0.0010990439520826428,
26.1,0.0011027330999616154,
26.200000000000003,0.0011064270566469982,
26.3,0.0011101257875859832,
26.400000000000002,0.001113829258011921,
26.5,0.0011175374329445574,
26.6,0.0011212502771902816,
26.700000000000003,0.001124967755342382,
26.8,0.001128689831781306,
26.900000000000002,0.0011324164706749357,
27,0.0011361476359788645,
27.1,0.0011398832914366862,
27.200000000000003,0.0011436234005802889,
27.3,0.0011473679267301627,
27.400000000000002,0.00115111683299571,
27.5,0.0011548700822755639,
27.6,0.0011586276372579233,
27.700000000000003,0.0011623894604208833,
27.8,0.0011661555140327852,
27.900000000000002,0.00116992576015257,
28,0.0011737001606301376,
28.1,0.0011774786771067219,
28.200000000000003,0.001181261271015264,
28.3,0.001185047903580806,
28.400000000000002,0.0011888385358208818,
28.5,0.0011926331285459213,
28.6,0.001196431642359667,
28.700000000000003,0.001200234037659589,
28.8,0.0012040402746373183,
28.900000000000002,0.0012078503132790849,
29,0.0012116641133661586,
29.1,0.0012154816344753102,
29.200000000000003,0.0012193028359792702,
29.3,0.0012231276770472016,
29.400000000000002,0.0012269561166451794,
29.5,0.0012307881135366788,
29.6,0.001234623626283073,
29.700000000000003,0.001238462613244138,
29.8,0.0012423050325785655,
29.900000000000002,0.001246150842244486,
30,0.00125,
30.1,0.0012538524634037166,
30.200000000000003,0.0012577081898153012,
30.3,0.0012615671363960324,
30.400000000000002,0.0012654292601093663,
30.5,0.0012692945177215098,
30.6,0.0012731628658020039,
30.700000000000003,0.001277034260724311,
30.8,0.0012809086586664164,
30.900000000000002,0.0012847860156114366,
31,0.0012886662873482302,
31.1,0.0012925494294720292,
31.200000000000003,0.0012964353973850661,
31.3,0.0013003241462972192,
31.400000000000002,0.001304215631226662,
31.5,0.0013081098070005185,
31.6,0.0013120066282555354,
31.700000000000003,0.0013159060494387545,
31.8,0.0013198080248081974,
31.900000000000002,0.0013237125084335586,
32,0.0013276194541969046,
32.1,0.0013315288157933892,
32.2,0.0013354405467319638,
32.300000000000004,0.00133935460033611,
32.4,0.0013432709297445731,
32.5,0.0013471894879121048,
32.6,0.0013511102276102158,
32.7,0.0013550331014279373,
32.800000000000004,0.00135895806177259,
32.9,0.0013628850608705593,
33,0.0013668140507680849,
33.1,0.0013707449833320526,
33.2,0.0013746778102507985,
33.300000000000004,0.0013786124830349196,
33.4,0.0013825489530180932,
33.5,0.001386487171357908,
33.6,0.0013904270890366963,
33.7,0.001394368656862382,
33.800000000000004,0.0013983118254693326,
33.9,0.0014022565453192216,
34,0.0014062027667018989,
34.1,0.001410150439736268,
34.2,0.0014140995143711742,
34.300000000000004,0.0014180499403862973,
34.4,0.0014220016673930583,
34.5,0.0014259546448355295,
34.6,0.0014299088219913536,
34.7,0.0014338641479726725,
34.800000000000004,0.0014378205717270642,
34.9,0.0014417780420384883,
35,0.0014457365075282373,
35.1,0.0014496959166558979,
35.2,0.0014536562177203214,
35.300000000000004,0.0014576173588606006,
35.4,0.0014615792880570556,
35.5,0.0014655419531322267,
35.6,0.0014695053017518781,
35.7,0.0014734692814260058,
35.800000000000004,0.0014774338395098575,
35.9,0.0014813989232049566,
36,0.0014853644795601393,
36.1,0.0014893304554725937,
36.2,0.0014932967976889122,
36.300000000000004,0.0014972634528061476,
36.4,0.0015012303672728806,
36.5,0.0015051974873902948,
36.6,0.0015091647593132554,
36.7,0.0015131321290514014,
36.800000000000004,0.001517099542470243,
36.9,0.001521066945292266,
37,0.001525034283098046,
37.1,0.0015290015013273695,
37.2,0.0015329685452803617,
37.300000000000004,0.0015369353601186232,
37.4,0.0015409018908663751,
37.5,0.0015448680824116116,
37.6,0.0015488338795072562,
37.7,0.0015527992267723324,
37.800000000000004,0.0015567640686931362,
37.9,0.001560728349624419,
38,0.0015646920137905788,
38.1,0.0015686550052868553,
38.2,0.0015726172680805355,
38.300000000000004,0.0015765787460121678,
38.400000000000006,0.0015805393827967782,
38.5,0.0015844991220250993,
38.6,0.0015884579071648059,
38.7,0.0015924156815617548,
38.800000000000004,0.0015963723884412323,
38.900000000000006,0.0016003279709092156,
39,0.00160428237195363,
39.1,0.001608235534445626,
39.2,0.0016121874011408494,
39.300000000000004,0.001616137914680734,
39.400000000000006,0.0016200870175937876,
39.5,0.0016240346522968946,
39.6,0.0016279807610966202,
39.7,0.001631925286190524,
39.800000000000004,0.001635868169668479,
39.900000000000006,0.0016398093535140007,
40,0.001643748779605577,
40.1,0.0016476863897180133,
40.2,0.0016516221255237751,
40.300000000000004,0.0016555559285943455,
40.400000000000006,0.0016594877404015834,
40.5,0.001663417502319093,
40.6,0.0016673451556235958,
40.7,0.0016712706414963125,
40.800000000000004,0.0016751939010243495,
40.900000000000006,0.0016791148752020924,
41,0.0016830335049326057,
41.1,0.0016869497310290408,
41.2,0.0016908634942160467,
41.300000000000004,0.0016947747351311903,
41.400000000000006,0.0016986833943263818,
41.5,0.0017025894122693053,
41.6,0.001706492729344859,
41.7,0.0017103932858565964,
41.800000000000004,0.0017142910220281778,
41.900000000000006,0.0017181858780048265,
42,0.0017220777938547899,
42.1,0.00172596670957081,
42.2,0.0017298525650715946,
42.300000000000004,0.0017337353002032986,
42.400000000000006,0.0017376148547410097,
42.5,0.0017414911683902399,
42.6,0.0017453641807884228,
42.7,0.0017492338315064158,
42.800000000000004,0.001753100060050009,
42.900000000000006,0.0017569628058614409,
43,0.0017608220083209143,
43.1,0.0017646776067481258,
43.2,0.0017685295404037938,
43.300000000000004,0.0017723777484911938,
43.400000000000006,0.001776222170157702,
43.5,0.0017800627444963396,
43.6,0.0017838994105473275,
43.7,0.0017877321072996388,
43.800000000000004,0.001791560773692565,
43.900000000000006,0.0017953853486172811,
44,0.0017992057709184171,
44.1,0.001803021979395637,
44.2,0.0018068339128052206,
44.300000000000004,0.0018106415098616475,
44.400000000000006,0.0018144447092391918,
44.5,0.001818243449573517,
44.6,0.0018220376694632785,
44.7,0.0018258273074717275,
44.800000000000004,0.0018296123021283206,
44.900000000000006,0.001833392591930338,
45,0.0018371681153444986,
45.1,0.0018409388108085875,
45.2,0.0018447046167330804,
45.300000000000004,0.0018484654715027777,
45.400000000000006,0.001852221313478441,
45.5,0.0018559720809984326,
45.6,0.0018597177123803625,
45.7,0.0018634581459227334,
45.800000000000004,0.0018671933199065974,
45.900000000000006,0.0018709231725972104,
46,0.0018746476422456914,
46.1,0.0018783666670906926,
46.2,0.0018820801853600597,
46.300000000000004,0.001885788135272509,
46.400000000000006,0.0018894904550393013,
46.5,0.0018931870828659202,
46.6,0.0018968779569537573,
46.7,0.0019005630155017929,
46.800000000000004,0.0019042421967082905,
46.900000000000006,0.0019079154387724865,
47,0.0019115826798962873,
47.1,0.0019152438582859682,
47.2,0.001918898912153874,
47.300000000000004,0.0019225477797201263,
47.400000000000006,0.0019261903992143304,
47.5,0.0019298267088772869,
47.6,0.0019334566469627066,
47.7,0.0019370801517389247,
47.800000000000004,0.001940697161490623,
47.900000000000006,0.0019443076145205507,
48,0.0019479114491512497,
48.1,0.0019515086037267821,
48.2,0.001955099016614459,
48.300000000000004,0.0019586826262065734,
48.400000000000006,0.001962259370922136,
48.5,0.0019658291892086085,
48.6,0.0019693920195436474,
48.7,0.0019729478004368406,
48.800000000000004,0.001976496470431454,
48.900000000000006,0.0019800379681061747,
49,0.001983572232076858,
49.1,0.0019870992009982796,
49.2,0.0019906188135658818,
49.300000000000004,0.0019941310085175292,
49.400000000000006,0.0019976357246352617,
49.5,0.0020011329007470512,
49.6,0.002004622475728557,
49.7,0.002008104388504887,
49.800000000000004,0.002011578578052356,
49.900000000000006,0.002015044983400248,
50,0.0020185035436325787,
50.1,0.002021954197889859,
50.2,0.0020253968853708596,
50.300000000000004,0.002028831545334379,
50.400000000000006,0.002032258117101008,
50.5,0.002035676540054899,
50.6,0.002039086753645533,
50.7,0.0020424886973894924,
50.800000000000004,0.0020458823108722266,
50.900000000000006,0.002049267533749825,
51,0.002052644305750789,
51.1,0.0020560125666778018,
51.2,0.002059372256409501,
51.300000000000004,0.002062723314902252,
51.400000000000006,0.0020660656821919194,
51.5,0.002069399298395638,
51.6,0.0020727241037135904,
51.7,0.002076040038430776,
51.800000000000004,0.002079347042918783,
51.900000000000006,0.002082645057637566,
52,0.0020859340231372133,
52.1,0.002089213880059721,
52.2,0.002092484569140767,
52.300000000000004,0.0020957460312114773,
52.400000000000006,0.0020989982072002035,
52.5,0.0021022410381342864,
52.6,0.0021054744651418317,
52.7,0.0021086984294534754,
52.800000000000004,0.002111912872404153,
52.900000000000006,0.0021151177354348668,
53,0.002118312960094453,
53.1,0.0021214984880413464,
53.2,0.0021246742610453455,
53.300000000000004,0.002127840220989374,
53.400000000000006,0.0021309963098712454,
53.5,0.0021341424698054215,
53.6,0.0021372786430247726,
53.7,0.0021404047718823357,
53.800000000000004,0.0021435207988530695,
53.900000000000006,0.002146626666535611,
54,0.002149722317654027,
54.1,0.0021528076950595655,
54.2,0.0021558827417324064,
54.300000000000004,0.0021589474007834074,
54.400000000000006,0.0021620016154558514,
54.5,0.002165045329127188,
54.6,0.0021680784853107776,
54.7,0.0021711010276576266,
54.800000000000004,0.002174112899958129,
54.900000000000006,0.0021771140461437975,
55,0.0021801044102889976,
55.1,0.002183083936612677,
55.2,0.0021860525694800906,
55.300000000000004,0.002189010253404529,
55.400000000000006,0.0021919569330490366,
55.5,0.002194892553228132,
55.6,0.0021978170589095247,
55.7,0.002200730395215827,
55.800000000000004,0.002203632507426265,
55.900000000000006,0.0022065233409783854,
56,0.0022094028414697585,
56.1,0.0022122709546596813,
56.2,0.0022151276264708707,
56.300000000000004,0.0022179728029911626,
56.400000000000006,0.002220806430475198,
56.5,0.002223628455346112,
56.6,0.002226438824197217,
56.7,0.0022292374837936803,
56.800000000000004,0.002232024381074205,
56.900000000000006,0.002234799463152696,
57,0.0022375626773199313,
57.1,0.002240313971045227,
57.2,0.0022430532919780954,
57.300000000000004,0.002245780587949901,
57.400000000000006,0.0022484958069755156,
57.5,0.0022511988972549594,
57.6,0.0022538898071750514,
57.7,0.002256568485311044,
57.800000000000004,0.0022592348804282565,
57.900000000000006,0.002261888941483708,
58,0.0022645306176277405,
58.1,0.0022671598582056393,
58.2,0.0022697766127592494,
58.300000000000004,0.002272380831028585,
58.400000000000006,0.0022749724629534365,
58.5,0.0022775514586749713,
58.6,0.0022801177685373283,
58.7,0.0022826713430892094,
58.800000000000004,0.002285212133085466,
58.900000000000006,0.0022877400894886764,
59,0.002290255163470723,
59.1,0.0022927573064143608,
59.2,0.0022952464699147806,
59.300000000000004,0.0022977226057811695,
59.400000000000006,0.0023001856660382603,
59.5,0.002302635602927881,
59.6,0.002305072368910496,
59.7,0.002307495916666739,
59.800000000000004,0.0023099061990989457,
59.900000000000006,0.0023123031693326745,
60,0.002314686780718226,
60.1,0.002317056986832153,
60.2,0.002319413741478766,
60.300000000000004,0.0023217569986916328,
60.400000000000006,0.002324086712735069,
60.5,0.002326402838105626,
60.6,0.0023287053295335722,
60.7,0.0023309941419843608,
60.800000000000004,0.0023332692306601024,
60.900000000000006,0.0023355305510010206,
61,0.0023377780586869078,
61.1,0.0023400117096385705,
61.2,0.00234223146001927,
61.300000000000004,0.0023444372662361516,
61.400000000000006,0.002346629084941675,
61.5,0.0023488068730350294,
61.6,0.002350970587663547,
61.7,0.0023531201862241062,
61.800000000000004,0.0023552556263645285,
61.900000000000006,0.0023573768659849686,
62,0.0023594838632392968,
62.1,0.0023615765765364746,
62.2,0.002363654964541921,
62.300000000000004,0.0023657189861788722,
62.400000000000006,0.002367768600629735,
62.5,0.0023698037673374308,
62.6,0.0023718244460067314,
62.7,0.0023738305966055895,
62.800000000000004,0.0023758221793664593,
62.900000000000006,0.0023777991547876093,
63,0.002379761483634427,
63.1,0.0023817091269407176,
63.2,0.002383642046009992,
63.300000000000004,0.0023855602024167462,
63.400000000000006,0.0023874635580077375,
63.5,0.0023893520749032446,
63.6,0.0023912257154983267,
63.7,0.0023930844424640695,
63.800000000000004,0.0023949282187488248,
63.900000000000006,0.00239675700757944,
64,0.0023985707724624816,
64.10000000000001,0.0024003694771854477,
64.2,0.0024021530858179723,
64.3,0.0024039215627130214,
64.4,0.0024056748725080805,
64.5,0.0024074129801263315,
64.60000000000001,0.0024091358507778242,
64.7,0.002410843449960634,
64.8,0.002412535743462015,
64.9,0.0024142126973595406,
65,0.002415874278022238,
65.10000000000001,0.002417520452111712,
65.2,0.0024191511865832584,
65.3,0.0024207664486869695,
65.4,0.002422366205968832,
65.5,0.00242395042627181,
65.60000000000001,0.0024255190777369273,
65.7,0.002427072128804328,
65.8,0.0024286095482143415,
65.9,0.0024301313050085274,
66,0.0024316373685307137,
66.10000000000001,0.0024331277084280287,
66.2,0.002434602294651918,
66.3,0.0024360610974591542,
66.4,0.0024375040874128396,
66.5,0.0024389312353833917,
66.60000000000001,0.002440342512549527,
66.7,0.0024417378903992273,
66.8,0.0024431173407307035,
66.9,0.002444480835653343,
67,0.00244582834758865,
67.10000000000001,0.0024471598492711746,
67.2,0.002448475313749434,
67.3,0.002449774714386818,
67.4,0.0024510580248624935,
67.5,0.0024523252191722875,
67.60000000000001,0.002453576271629568,
67.7,0.0024548111568661116,
67.8,0.00245602984983296,
67.9,0.002457232325801268,
68,0.002458418560363138,
68.10000000000001,0.0024595885294324466,
68.2,0.002460742209245661,
68.3,0.0024618795763626414,
68.4,0.0024630006076674345,
68.5,0.002464105280369059,
68.60000000000001,0.0024651935720022755,
68.7,0.002466265460428348,
68.8,0.0024673209238357955,
68.9,0.0024683599407411324,
69,0.002469382489989594,
69.10000000000001,0.0024703885507558593,
69.2,0.0024713781025447524,
69.3,0.0024723511251919426,
69.4,0.0024733075988646277,
69.5,0.002474247504062206,
69.60000000000001,0.002475170821616943,
69.7,0.0024760775326946186,
69.8,0.00247696761879517,
69.9,0.00247784106175332,
70,0.002478697843739195,
70.10000000000001,0.0024795379472589314,
70.2,0.00248036135515527,
70.3,0.0024811680506081437,
70.4,0.002481958017135245,
70.5,0.00248273123859259,
70.60000000000001,0.002483487699175069,
70.7,0.002484227383416983,
70.8,0.0024849502761925724,
70.9,0.0024856563627165314,
71,0.0024863456285445125,
71.10000000000001,0.002487018059573618,
71.2,0.002487673642042882,
71.3,0.00248831236253374,
71.4,0.0024889342079704867,
71.5,0.0024895391656207196,
71.60000000000001,0.0024901272230957766,
71.7,0.002490698368351158,
71.8,0.0024912525896869367,
71.9,0.0024917898757481588,
72,0.0024923102155252302,
72.10000000000001,0.002492813598354294,
72.2,0.0024933000139175927,
72.3,0.0024937694522438234,
72.4,0.002494221903708476,
72.5,0.002494657359034164,
72.60000000000001,0.0024950758092909388,
72.7,0.002495477245896599,
72.8,0.0024958616606169793,
72.9,0.002496229045566237,
73,0.0024965793932071162,
73.10000000000001,0.002496912696351209,
73.2,0.0024972289481592002,
73.3,0.0024975281421411024,
73.4,0.0024978102721564762,
73.5,0.002498075332414641,
73.60000000000001,0.0024983233174748734,
73.7,0.002498554222246593,
73.8,0.002498768041989537,
73.9,0.0024989647723139214,
74,0.002499144409180592,
74.10000000000001,0.0024993069489011627,
74.2,0.002499452388138142,
74.3,0.0024995807239050444,
74.4,0.002499691953566498,
74.5,0.0024997860748383295,
74.60000000000001,0.002499863085787645,
74.7,0.002499922984832896,
74.8,0.0024999657707439325,
74.9,0.0024999914426420463,
75,0.0025,
75.10000000000001,0.0024999914426420463,
75.2,0.0024999657707439325,
75.3,0.002499922984832896,
75.4,0.002499863085787645,
75.5,0.0024997860748383295,
75.60000000000001,0.002499691953566498,
75.7,0.0024995807239050444,
75.8,0.002499452388138142,
75.9,0.0024993069489011627,
76,0.002499144409180592,
76.10000000000001,0.0024989647723139214,
76.2,0.002498768041989537,
76.3,0.002498554222246593,
76.4,0.0024983233174748734,
76.5,0.002498075332414641,
76.60000000000001,0.0024978102721564762,
76.7,0.0024975281421411024,
76.80000000000001,0.0024972289481592002,
76.9,0.002496912696351209,
77,0.0024965793932071162,
77.10000000000001,0.002496229045566237,
77.2,0.0024958616606169793,
77.30000000000001,0.002495477245896599,
77.4,0.0024950758092909388,
77.5,0.002494657359034164,
77.60000000000001,0.002494221903708476,
77.7,0.0024937694522438234,
77.80000000000001,0.0024933000139175927,
77.9,0.0024928135983542936,
78,0.0024923102155252302,
78.10000000000001,0.0024917898757481588,
78.2,0.0024912525896869367,
78.30000000000001,0.002490698368351158,
78.4,0.0024901272230957766,
78.5,0.0024895391656207196,
78.60000000000001,0.0024889342079704863,
78.7,0.00248831236253374,
78.80000000000001,0.0024876736420428817,
78.9,0.0024870180595736174,
79,0.0024863456285445125,
79.10000000000001,0.0024856563627165314,
79.2,0.0024849502761925724,
79.30000000000001,0.002484227383416983,
79.4,0.002483487699175069,
79.5,0.00248273123859259,
79.60000000000001,0.0024819580171352444,
79.7,0.0024811680506081437,
79.80000000000001,0.00248036135515527,
79.9,0.0024795379472589314,
80,0.002478697843739195,
80.10000000000001,0.00247784106175332,
80.2,0.00247696761879517,
80.30000000000001,0.0024760775326946186,
80.4,0.002475170821616943,
80.5,0.002474247504062206,
80.60000000000001,0.0024733075988646273,
80.7,0.0024723511251919426,
80.80000000000001,0.0024713781025447524,
80.9,0.002470388550755859,
81,0.002469382489989594,
81.10000000000001,0.002468359940741132,
81.2,0.0024673209238357955,
81.30000000000001,0.0024662654604283474,
81.4,0.0024651935720022755,
81.5,0.002464105280369059,
81.60000000000001,0.0024630006076674345,
81.7,0.0024618795763626414,
81.80000000000001,0.002460742209245661,
81.9,0.0024595885294324466,
82,0.002458418560363138,
82.10000000000001,0.0024572323258012676,
82.2,0.00245602984983296,
82.30000000000001,0.002454811156866111,
82.4,0.002453576271629568,
82.5,0.0024523252191722875,
82.60000000000001,0.0024510580248624935,
82.7,0.002449774714386818,
82.80000000000001,0.0024484753137494334,
82.9,0.0024471598492711746,
83,0.00244582834758865,
83.10000000000001,0.002444480835653343,
83.2,0.0024431173407307035,
83.30000000000001,0.0024417378903992273,
83.4,0.0024403425125495266,
83.5,0.0024389312353833917,
83.60000000000001,0.0024375040874128396,
83.7,0.0024360610974591542,
83.80000000000001,0.0024346022946519176,
83.9,0.0024331277084280287,
84,0.0024316373685307137,
84.10000000000001,0.002430131305008527,
84.2,0.0024286095482143415,
84.30000000000001,0.002427072128804328,
84.4,0.0024255190777369273,
84.5,0.00242395042627181,
84.60000000000001,0.002422366205968832,
84.7,0.0024207664486869695,
84.80000000000001,0.002419151186583258,
84.9,0.002417520452111712,
85,0.002415874278022238,
85.10000000000001,0.00241421269735954,
85.2,0.002412535743462015,
85.30000000000001,0.0024108434499606336,
85.4,0.0024091358507778242,
85.5,0.0024074129801263315,
85.60000000000001,0.00240567487250808,
85.7,0.0024039215627130214,
85.80000000000001,0.0024021530858179723,
85.9,0.0024003694771854477,
86,0.0023985707724624816,
86.10000000000001,0.00239675700757944,
86.2,0.0023949282187488243,
86.30000000000001,0.0023930844424640695,
86.4,0.0023912257154983267,
86.5,0.0023893520749032446,
86.60000000000001,0.002387463558007737,
86.7,0.0023855602024167462,
86.80000000000001,0.002383642046009992,
86.9,0.0023817091269407176,
87,0.002379761483634427,
87.10000000000001,0.002377799154787609,
87.2,0.0023758221793664593,
87.30000000000001,0.002373830596605589,
87.4,0.002371824446006731,
87.5,0.0023698037673374308,
